SUEBIDOUX,Montreal,Canada, female , 50-64 ,"['montreal', ' quebec', 'terrebonne', ' quebec', 'negril', 'paris', 'bangkok', 'brussels', 'cayo coco', 'playa del carmen', 'bordeaux', 'doha', 'quebec city', ' quebec', 'toledo']","[' canada', ' jamaica', ' france', ' thailand', ' belgium', ' cuba', ' mexico', ' qatar', ' spain']","[u""Femme de t\xeate,de caract\xe8re et de coeur,passionn\xe9e de la vie,int\xe9ress\xe9e par tout...Arts,architecture,design,tendances,mode,publicit\xe9,marketing,communication,th\xe9ologie,\xe9cologie...sensible aux beaut\xe9s du monde.Aime croquer dans la vie \xe0 belles dents,sous le signe de l'humour,sourire et convivialit\xe9.\n""]","Bar a lunettes / Eyewear bar, Montreal",,,5 of 5 stars,"This is the best place to stop and shop for your new look, the optometrists there are professionnals with specific training in morphology so you do not chose the glasses they do to fit your face!
you just sit there at the bar and enjoy....the only problem is that they have a superb choice of designer eyeware and you end up having to choose between 2 to 4 pairs at the end of the processus....not easy....i ended up buying 1, then came back for no 2 and then again pair no 3....they are great! Enjoy!"
SGuzperson,Jersey City,Jersey City,,,"['san juan', 'montreal', ' quebec', 'el yunque national forest', 'jersey city', ' nj', 'puerto plata']","[' puerto rico', ' canada', ' usa', ' dominican republic']",[],"Jean-Talon Market, Montreal"," Flea/ Street Markets
",,5 of 5 stars,"
They have samples of fruit out that are absolutely delectable! The oranges, apples, pears, treats are all delicious!!! Every town should have a market this big! :-) This is a definite go out of your way to see and bring a shoppers bag because you won't leave empty handed.
"
AmandaUKLondon,london,london, female , 25-34 ,"['vancouver', ' british columbia', 'banff', ' alberta', 'montreal', ' quebec']",[' canada'],[],"Espace Nomad Spa, Montreal",,,4 of 5 stars,"I visited Espace Nomad spa on the short stay in Montreal and I would go there again. I contacted them via email and they were quick to respond and to find an appointment space for me.

When I arrived it felt like a relaxing environment with pretty dcor. I booked in for waxing which was done well and I then had a deep tissue massage to my back which was feeling super tight from a recent long spell sailing. The massage was both relaxing and strong enough to feel it was doing good. The massage therapist was keen to give me a few tips afterwards to help which was nice."
LindaMontreal_Quebec,Montreal,Quebec, female , 50-64 ,"['orlando', ' fl', 'montreal', ' quebec', 'boca raton', ' fl', 'quebec city', ' quebec', 'cancun', 'nuevo vallarta', 'ottawa', ' ontario', 'puerto vallarta', 'syracuse', ' ny', 'acapulco', 'albany', ' ny', 'amsterdam']","[' usa', ' canada', ' mexico', ' the netherlands']",[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,4 of 5 stars,"
This street has so much, from loads of shops, spas, and wonderful restaurants.
"
asciiqwerty,London,United Kingdom,,,"['montreal', ' quebec', 'dunstable', 'harlington', 'ampthill', 'bristol', 'st albans', 'altarnun', 'big white', ' british columbia', 'chichester', 'cranfield', 'dubai', 'flitwick']","[' canada', ' uk', ' united arab emirates']",[],"Jean-Talon Market, Montreal"," Flea/ Street Markets
",,5 of 5 stars,"
Larger than Atwater Market, Jean Talon reminds me of Borough Market in London (UK). A combination of stalls, with lots of local seasonal produce, but also on an Sunday morning in Autumn full of folks eating brunch and drinking coffee.
"
FCMR99,Toronto,Toronto, male , 50-64 ,"['toronto', ' ontario', 'montreal', ' quebec', 'rome', 'new york city', ' ny', 'paris', 'las vegas', ' nv', 'florence', 'milan', 'varenna', 'atlantic city', ' nj', 'new orleans', ' la', 'radda in chianti']","[' canada', ' italy', ' usa', ' france']",[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,5 of 5 stars,"
A must on a warm summer night in Montreal. Great clubs !
"
chambers_l_a,Edmonton,Canada, female , 18-24 ,"['montreal', ' quebec', 'haleiwa', ' hi', 'bangkok', 'honolulu', ' hi', 'kailua', ' hi', 'karon', 'chiang mai', 'ko phangan', 'ko samui', 'banff', ' alberta', 'banff national park', ' alberta']","[' canada', ' usa', ' thailand', 'chaweng']","[u'23-year-old journalist from Edmonton, Alberta, Canada who loves to travel and explore all that the world has to offer! ']","Crescent Street, Montreal"," Landmarks/ Points of Interest
",,4 of 5 stars,"Crescent street is the perfect place to grab a beer and a bite to eat after work, but be prepared for a lot of stumbling drunks as the night progresses. Watch out for fights/stabbings, as those are also prevalent on weekends when things get rowdy.If you want a more relaxed atmosphere, Sir Winston Churchill's makes the most amazing white Sangria I have ever tried."
slane001,Kostroma,Russia,,,"['singapore', 'yangon (rangoon)', 'kostroma', 'mangalore', 'suzdal', 'montreal', ' quebec', 'istanbul', 'kuala lumpur', 'railay beach', 'vladimir', 'zurich', 'abu dhabi']","[' singapore', ' myanmar', ' russia', ' india', ' canada', ' turkey', ' malaysia', ' thailand', ' switzerland', ' united arab emirates']",[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,1 of 5 stars,"The place is verging on being out of control especially on Friday and Saturday nights. Full of teens, 80-90% frustrated guys, and this frustration boils over into aggression. I witnessed several fights. The police are nowhere to be seen, and security in the clubs just tell the combatants to ""take it outside"". The city must do something about late-night security. This is in the central downtown area and is giving Montreal a bad name."
Valllentina,Montreal,Canada, female , 35-49 ,"['montreal', ' quebec', 'stowe', ' vt', 'toronto', ' ontario', 'las vegas', ' nv', 'paris', 'varadero', 'laval', ' quebec', 'new york city', ' ny', 'niagara falls', ' ny', 'miami beach', ' fl', 'dubai', 'gerrards cross']","[' canada', ' usa', ' france', ' cuba', ' united arab emirates', ' uk']",[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,5 of 5 stars,"jsut few steps from where my action on a daily bases , summer time it is closed to cars circulation and open to pedestrian for the Grand Prix in Montreal, and for the Festival Juste pour Rire and les Francofolies.....
The Action is there best restaurants and bars... The most exquisite shopping experience High end stores such Holt Renfrew and Ogilvy... add to this many Montreal designers...Also teh Fine ARts Museum wich holds many exibitons like Jean Paul Gaulthier.. and now is an exibition of the Big Bang ....http://www.mbam.qc.ca/ In Montreal a must see and visit street : Shop, Dine and Explore!!"
David_and_Lauren,New York City,New York, male , 25-34 ,"['siem reap', 'dubrovnik', 'istanbul', 'bangkok', 'montreal', ' quebec', 'positano', 'tortola', 'buenos aires', 'san juan', 'bethesda', ' md', 'coral gables', ' fl', 'hong kong']","[' cambodia', ' croatia', ' turkey', ' thailand', ' canada', ' italy', ' british virgin islands', ' argentina', ' puerto rico', ' usa', ' china']","[u'We are a young professional couple that lives in New York City and we love to travel. We\'ve been to a number of places including Venice, Florence, Rome, Naples, Positano, Ravello, Capri, Paris, Nice, Cannes, Monaco, London, Switzerland, Hong Kong, Phuket, Bangkok, Cambodia, Beijing, Australia, Israel, Argentina, Uruguay, Istanbul, Croatia, Cabo, Cancun, Grand Cayman, St. Thomas, St. John, Tortola, Jost Van Dyke, Virgin Gorda, Puerto Rico, Aruba, Jamaica, Dominican Republic, Roatan, Belize, Costa Maya, Bahamas, and pretty much everywhere in the USA and Ontario, Canada. We will often splurge but generally elect for an ""authentic"" experience when the circumstance seems right.\nWe love city vacations to explore and soak up local culture but we also love beach vacations that provide opportunity for mild adventures, relaxation and snorkeling. ']","Crescent Street, Montreal"," Landmarks/ Points of Interest
",,5 of 5 stars,"
This street gets lit up weekend nights and is ideal for bar hopping. The streets are littered with inebriated locals and visitors alike.
"
nkarnis,Burlington,Canada,,,"['montreal', ' quebec']",[' canada'],[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,4 of 5 stars,We went to devi's which is an Indian restaurant on Crescent street. The street is brightly lit with lots of restaurants and bars to visit. There is always lots going on and is a fun place to visit with family and friends. There is also a lot of shopping near buys so my friends and I often shop first and then go for lunch or dinner on Crescent Street.
DHelyar,Montreal,Montreal, male , 50-64 ,"['montreal', ' quebec', 'sydney', 'lima', 'sao paulo', 'phnom penh', 'kuala lumpur', 'siem reap', 'stanstead', ' quebec', 'seminyak', 'shanghai', 'beijing', 'cape town central']","[' canada', ' australia', ' peru', ' brazil', ' cambodia', ' malaysia', ' indonesia', ' china', ' south africa']","[u'Enjoys traveling and experiencing the world that includes experimenting different restaurants, hotels and activities around the globe and locally. Prefer to enjoy ""local"" when traveling and enjoy the reality of countries.\nTrying to give honest feedback to help others. ']","Crescent Street, Montreal"," Landmarks/ Points of Interest
",,2 of 5 stars,"
Crescent Street is just a tacky street with many bars and restaurants (many just average). Reminds me of the old Lundy's Lane in Niagara Falls or Bourbon Street in New Orleans. There are so many more enjoyable areas to experience in Montreal. At least a visit once but only once.
"
Lorraine1065,Ottawa,Canada,,,"['vancouver', ' british columbia', 'ottawa', ' ontario', 'quebec city', ' quebec', 'scottsdale', ' az', 'rome', 'florence', 'montreal', ' quebec', 'chandler', ' az', 'burnaby', ' british columbia', 'gatineau', ' quebec', 'gilbert', ' az', 'kanata', ' ontario']","[' canada', ' usa', ' italy']",[],"Jean-Talon Market, Montreal"," Flea/ Street Markets
",,5 of 5 stars,"
We went to the market to visit Epices de Cru but we thoroughly enjoyed walking all around the market. We looked in all the shops and stalls, spoke with staff, and made a number of purchases. We left with fresh pasta, sausages, bacon, desserts, maple syrup and more. We will go again but will bring a cooler with us so...


More 


"
NfromTO,Toronto,Toronto, female , 35-49 ,"['istanbul', 'london', 'montreal', ' quebec', 'punta cana', 'lisbon', 'barcelona', 'fort lauderdale', ' fl', 'amsterdam', 'cabanas', 'haifa', 'lagos', 'sagres']","[' turkey', ' uk', ' canada', ' dominican republic', ' portugal', ' spain', ' usa', ' the netherlands', ' israel']",[],"Espace Nomad Spa, Montreal",,,5 of 5 stars,"My friend and I visited Montreal over the Thanksgiving weekend. We decided to begin our getaway weekend with a trip to the spa and chose Espace Nomad based on proximity to our hotel and reviews. We didn't look for a luxury spa but were hoping to find a relaxing and professional place, which describes Espace Nomad. The booking process via email was efficient and the service begun on time. My friend enjoyed her massage tremendously and I loved the facial experience. Would definitely recommend this place for quality treatments in a lovely and non-pretentious atmosphere."
PierretteP1,Indiantown,Florida, female , 50-64 ,"['stuart', ' fl', 'yosemite national park', ' ca', 'miami', ' fl', 'indiantown', ' fl', 'montreal', ' quebec', 'west palm beach', ' fl', 'daytona beach', ' fl', 'dublin', 'el yunque national forest', 'fort myers', ' fl', 'hobe sound', ' fl', 'pahokee', ' fl']","[' usa', ' canada', ' ireland', ' puerto rico']","[u'If I could, I would take a cruise around the world....the ones that take 90+ days! :) ']","Espace Nomad Spa, Montreal",,,5 of 5 stars,"My friend and I spent a week in Montreal sightseeing and also wanted to get a massage and facial while there. We eventually picked espace Nomad as the best spot. Did we luck-out!! The place is in and old building of many different levels all decorated in a cozy eclectic style, giving the place a warm and inviting vibe. The massages themselves were exceptional, along with the products used! If I ever return to Montreal espace Nomad will be on my itinerary!"
Alisee2014,Montreal,Canada,,,"['montreal', ' quebec', 'banff', ' alberta', 'boston', ' ny', 'calgary', ' alberta', 'cayo coco', 'charlottetown', ' prince edward island', 'edmonton', ' alberta', 'gaspe', ' quebec', 'jasper', ' alberta', 'lake louise', ' alberta', 'margarita island', 'miami beach', ' fl']","[' canada', ' usa', ' cuba', ' venezuela']",[],"Kayak Sans Frontieres, Montreal",,,5 of 5 stars,Un beau petit coin de paradis sur l'le de Montral! Les employs sont dynamiques et offrent un service impeccable. Le SUP tait vraiment amusant. Une activit touristique  ne pas manquer!
